"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.574963217E0,-5.197199821E0,2.156959915E1,-4.533519745E1,5.047314753E1
6.584962648E0,-5.172800064E0,2.100839996E1,-4.575000000E1,5.060803523E1
6.594953248E0,-5.465600014E0,2.132559967E1,-4.628680038E1,5.125545702E1
6.604963055E0,-5.197199821E0,2.150860023E1,-4.565240097E1,5.073236131E1
6.614963503E0,-5.026400089E0,2.177700043E1,-4.555479813E1,5.074191638E1
6.624963340E0,-5.355799675E0,2.109379959E1,-4.521319962E1,5.017834584E1
6.634977257E0,-5.477799892E0,2.145979881E1,-4.511560059E1,5.025879697E1
6.644981448E0,-5.343599796E0,2.082539940E1,-4.595739746E1,5.073789215E1
6.654968468E0,-5.062999725E0,2.070339966E1,-4.585979843E1,5.057060249E1
6.664981571E0,-5.087399960E0,2.127680016E1,-4.501799774E1,5.005201279E1
6.674950524E0,-5.465600014E0,2.130119896E1,-4.585979843E1,5.085995451E1
6.684981368E0,-5.087399960E0,2.117919922E1,-4.587199783E1,5.078070798E1
6.694981897E0,-5.343599796E0,2.081320000E1,-4.595739746E1,5.073288612E1
6.704967778E0,-5.014199734E0,2.150860023E1,-4.737260056E1,5.226782343E1
6.714981490E0,-4.977600098E0,2.104500008E1,-4.554259872E1,5.041623577E1
6.724968510E0,-5.392399788E0,2.160619926E1,-4.533519745E1,5.050926598E1
6.734981450E0,-5.075200081E0,2.091079903E1,-4.554259872E1,5.037010493E1
6.744953618E0,-4.965399742E0,2.081320000E1,-4.532299805E1,5.012004231E1
6.754981532E0,-5.050799847E0,2.064239883E1,-4.510339737E1,4.985915827E1
6.764981695E0,-5.563199997E0,2.131340027E1,-4.585979843E1,5.087564582E1
6.774981655E0,-5.465600014E0,2.130119896E1,-4.489599991E1,4.999264614E1
6.784981614E0,-5.148399830E0,2.072780037E1,-4.435919952E1,4.923297992E1
6.794981696E0,-5.758399963E0,2.133779907E1,-4.575000000E1,5.080869354E1
6.804981940E0,-5.368000031E0,2.119140053E1,-4.575000000E1,5.070456962E1
6.814981656E0,-4.806799889E0,2.114259911E1,-4.609159851E1,5.093672816E1
6.824981737E0,-5.416800022E0,2.042280006E1,-4.659180069E1,5.115885433E1
6.834981412E0,-5.355799675E0,2.092300034E1,-4.543280029E1,5.030502833E1
6.844981697E0,-5.380199909E0,2.156959915E1,-4.426160049E1,4.953063130E1
6.854981657E0,-5.380199909E0,2.150860023E1,-4.544499969E1,5.056495261E1
6.864982104E0,-5.270400047E0,2.121579933E1,-4.576219940E1,5.071554152E1
6.874977466E0,-4.953199863E0,2.063019943E1,-4.500579834E1,4.975601674E1
6.884981413E0,-5.075200081E0,2.110599899E1,-4.533519745E1,5.026431117E1
6.894981739E0,-5.099599838E0,2.161839867E1,-4.512779999E1,5.029790663E1
6.904981536E0,-5.355799675E0,2.092300034E1,-4.564019775E1,5.049241710E1
6.914981617E0,-4.855599880E0,2.044719887E1,-4.553039932E1,5.014660561E1
6.924970021E0,-4.916599751E0,2.142319870E1,-4.620140076E1,5.116342275E1
6.934980804E0,-4.709199905E0,2.127680016E1,-4.490819931E1,4.991618128E1
6.944981211E0,-5.331399918E0,2.061800003E1,-4.584759903E1,5.055223128E1
6.954981212E0,-4.989799976E0,2.113039970E1,-4.596960068E1,5.083892290E1
6.964975800E0,-5.172800064E0,2.120359993E1,-4.500579834E1,5.001872044E1
6.974982636E0,-5.282599926E0,2.130119896E1,-4.565240097E1,5.065361442E1
6.984981538E0,-5.538799763E0,2.089859962E1,-4.542060089E1,5.030368530E1
6.994982271E0,-5.343599796E0,2.076440048E1,-4.521319962E1,5.003946248E1
7.004981335E0,-4.880000114E0,2.094739914E1,-4.533519745E1,5.017856175E1
7.014968843E0,-5.184999943E0,2.139879990E1,-4.576219940E1,5.078357762E1
7.024981417E0,-5.184999943E0,2.133779907E1,-4.554259872E1,5.056000586E1
7.034967175E0,-5.014199734E0,2.159399986E1,-4.544499969E1,5.056373232E1
7.044963310E0,-5.197199821E0,2.160619926E1,-4.522539902E1,5.039023168E1
7.054963188E0,-5.441199780E0,2.083759880E1,-4.510339737E1,4.998128283E1
7.064963189E0,-5.270400047E0,2.117919922E1,-4.585979843E1,5.078835209E1
7.074963230E0,-5.184999943E0,2.128899956E1,-4.522539902E1,5.025378038E1
7.084963311E0,-4.892199993E0,2.122799873E1,-4.522539902E1,5.019858830E1
7.094953831E0,-5.416800022E0,2.053260040E1,-4.553039932E1,5.023889593E1
7.104947443E0,-5.258199692E0,2.100839996E1,-4.532299805E1,5.023122221E1
7.114963312E0,-5.258199692E0,2.099619865E1,-4.468859863E1,4.965440433E1
7.124949762E0,-4.880000114E0,2.082539940E1,-4.585979843E1,5.060269532E1
7.134977676E0,-5.294799805E0,2.159399986E1,-4.565240097E1,5.077871059E1
7.144968440E0,-5.172800064E0,2.105719948E1,-4.596960068E1,5.082684032E1
7.154970719E0,-5.270400047E0,2.111820030E1,-4.554259872E1,5.047656683E1
7.164981868E0,-5.538799763E0,2.108160019E1,-4.457880020E1,4.962239007E1
7.174981217E0,-4.904399872E0,2.142319870E1,-4.512779999E1,5.019486938E1
7.184981787E0,-5.294799805E0,2.160619926E1,-4.609159851E1,5.117907976E1
7.194981502E0,-5.575399876E0,2.166720009E1,-4.490819931E1,5.017269186E1
7.204976498E0,-5.526599884E0,2.078879929E1,-4.478619766E1,4.968421261E1
7.214981747E0,-5.184999943E0,2.148419952E1,-4.459099960E1,4.976758281E1
7.224981300E0,-4.904399872E0,2.131340027E1,-4.555479813E1,5.053270032E1
7.234981422E0,-5.087399960E0,2.121579933E1,-4.587199783E1,5.079598375E1
7.244981504E0,-5.648600101E0,2.108160019E1,-4.628680038E1,5.117429471E1
7.254961891E0,-5.172800064E0,2.114259911E1,-4.618919754E1,5.106083946E1
7.264981667E0,-5.258199692E0,2.082539940E1,-4.575000000E1,5.054115575E1
7.274981260E0,-5.001999855E0,2.131340027E1,-4.555479813E1,5.054226613E1
7.284981545E0,-5.270400047E0,2.124020004E1,-4.576219940E1,5.072575390E1
7.294981586E0,-4.806799889E0,2.111820030E1,-4.609159851E1,5.092660564E1
7.304954365E0,-4.880000114E0,2.083759880E1,-4.511560059E1,4.993433029E1
7.314982116E0,-5.282599926E0,2.132559967E1,-4.576219940E1,5.076284032E1
7.324981221E0,-5.587599754E0,2.178919983E1,-4.533519745E1,5.060899750E1
7.334981709E0,-5.392399788E0,2.158180046E1,-4.587199783E1,5.098129335E1
7.344981669E0,-5.233799934E0,2.055699921E1,-4.595739746E1,5.061684759E1
7.354981506E0,-5.721799850E0,2.081320000E1,-4.510339737E1,5.000244736E1
7.364981710E0,-5.380199909E0,2.127680016E1,-4.607939911E1,5.103880679E1
7.374977519E0,-5.441199780E0,2.086199951E1,-4.532299805E1,5.018967853E1
7.384982077E0,-5.343599796E0,2.065460014E1,-4.638439941E1,5.105564685E1
7.394981670E0,-5.514400005E0,2.055699921E1,-4.562799835E1,5.034792009E1
7.404981386E0,-4.818999767E0,2.143540001E1,-4.566460037E1,5.067499245E1
7.414981589E0,-5.050799847E0,2.060579872E1,-4.575000000E1,5.042987230E1
7.424966575E0,-5.282599926E0,2.127680016E1,-4.543280029E1,5.044548968E1
7.434981630E0,-4.916599751E0,2.150860023E1,-4.555479813E1,5.061652368E1
7.444982200E0,-4.977600098E0,2.103279877E1,-4.533519745E1,5.022385145E1
7.454962181E0,-5.026400089E0,2.182579994E1,-4.577439880E1,5.096004147E1
7.464981509E0,-5.551000118E0,2.106939888E1,-4.500579834E1,5.000255049E1
7.474977033E0,-5.453399658E0,2.111820030E1,-4.521319962E1,5.019911724E1
7.484981510E0,-5.148399830E0,2.070339966E1,-4.553039932E1,5.028075219E1
7.494971297E0,-5.001999855E0,2.130119896E1,-4.565240097E1,5.062512019E1
7.504973779E0,-5.075200081E0,2.092300034E1,-4.575000000E1,5.056275407E1
7.514981755E0,-4.965399742E0,2.076440048E1,-4.532299805E1,5.009979714E1
7.524981592E0,-4.904399872E0,2.132559967E1,-4.555479813E1,5.053784692E1
7.534978785E0,-5.258199692E0,2.103279877E1,-4.585979843E1,5.072621019E1
7.544963201E0,-5.453399658E0,2.108160019E1,-4.575000000E1,5.066789846E1
7.554959173E0,-5.172800064E0,2.111820030E1,-4.543280029E1,5.036740600E1
7.564963364E0,-5.355799675E0,2.099619865E1,-4.532299805E1,5.023643200E1
7.574953517E0,-5.172800064E0,2.103279877E1,-4.554259872E1,5.043079201E1
7.584963242E0,-5.062999725E0,2.088640022E1,-4.511560059E1,4.997292364E1
7.594963243E0,-4.635999680E0,2.160619926E1,-4.512779999E1,5.024777280E1
7.604950385E0,-5.270400047E0,2.122799873E1,-4.522539902E1,5.023685662E1
7.614963406E0,-5.099599838E0,2.143540001E1,-4.522539902E1,5.030724608E1
7.624948595E0,-5.453399658E0,2.111820030E1,-4.585979843E1,5.078227116E1
7.634978217E0,-5.014199734E0,2.166720009E1,-4.577439880E1,5.089111263E1
7.644991645E0,-5.099599838E0,2.142319870E1,-4.618919754E1,5.117031689E1
7.654981188E0,-5.050799847E0,2.066679955E1,-4.596960068E1,5.065403606E1
7.664981636E0,-5.075200081E0,2.092300034E1,-4.565240097E1,5.047446199E1
7.674966378E0,-5.477799892E0,2.156959915E1,-4.522539902E1,5.040427180E1
7.684981555E0,-5.172800064E0,2.111820030E1,-4.565240097E1,5.056558077E1
7.694987985E0,-5.660799980E0,2.138660049E1,-4.543280029E1,5.053286732E1
7.704979359E0,-5.075200081E0,2.100839996E1,-4.522539902E1,5.012431786E1
7.714981760E0,-5.489999771E0,2.169159889E1,-4.587199783E1,5.103827726E1
7.724967640E0,-5.465600014E0,2.120359993E1,-4.543280029E1,5.043416279E1
7.734981760E0,-5.184999943E0,2.131340027E1,-4.544499969E1,5.046179993E1
7.744981272E0,-4.770199776E0,2.064239883E1,-4.596960068E1,5.061687092E1
7.754971181E0,-5.001999855E0,2.143540001E1,-4.587199783E1,5.087962816E1
7.764982005E0,-5.611999989E0,2.073999977E1,-4.488380051E1,4.976140756E1
7.774968903E0,-5.441199780E0,2.103279877E1,-4.478619766E1,4.977739226E1
7.784968781E0,-5.428999901E0,2.053260040E1,-4.595739746E1,5.062750340E1
7.794975658E0,-5.380199909E0,2.145979881E1,-4.490819931E1,5.006212023E1
7.804967886E0,-5.038599968E0,2.045940018E1,-4.585979843E1,5.046875922E1
7.814980460E0,-5.184999943E0,2.144759941E1,-4.533519745E1,5.041987577E1
7.824950227E0,-5.538799763E0,2.099619865E1,-4.553039932E1,5.044339326E1
7.834981681E0,-4.818999767E0,2.147200012E1,-4.555479813E1,5.059159199E1
7.844972974E0,-5.502200127E0,2.025199890E1,-4.540839767E1,5.002339698E1
7.854981519E0,-5.380199909E0,2.137439919E1,-4.554259872E1,5.059584756E1
7.864981478E0,-5.477799892E0,2.148419952E1,-4.500579834E1,5.017069867E1
7.874967237E0,-5.392399788E0,2.156959915E1,-4.555479813E1,5.069087902E1
7.884981438E0,-5.697400093E0,2.052039909E1,-4.531079865E1,5.006611250E1
7.894968662E0,-5.538799763E0,2.100839996E1,-4.532299805E1,5.026137009E1
7.904981561E0,-5.563199997E0,2.141099930E1,-4.426160049E1,4.948201050E1
7.914981439E0,-5.368000031E0,2.127680016E1,-4.565240097E1,5.065233818E1
7.924964065E0,-5.904799938E0,2.082539940E1,-4.531079865E1,5.021585802E1
7.934981562E0,-6.600199699E0,2.147200012E1,-4.477399826E1,5.009311675E1
7.944964431E0,-5.807199955E0,2.063019943E1,-4.531079865E1,5.012381843E1
7.954979080E0,-5.380199909E0,2.132559967E1,-4.629899979E1,5.125743979E1
7.964981644E0,-5.465600014E0,2.139879990E1,-4.554259872E1,5.061531111E1
7.974967240E0,-6.014599800E0,2.119140053E1,-4.531079865E1,5.038173618E1
7.984981685E0,-5.465600014E0,2.130119896E1,-4.585979843E1,5.085995451E1
7.994993974E0,-6.319600105E0,2.147200012E1,-4.553039932E1,5.073461735E1
8.004976925E0,-5.538799763E0,2.092300034E1,-4.564019775E1,5.051215593E1
8.014981564E0,-5.807199955E0,2.070339966E1,-4.562799835E1,5.044074308E1
8.024964108E0,-5.733999729E0,2.108160019E1,-4.542060089E1,5.040182144E1
8.034981686E0,-5.148399830E0,2.073999977E1,-4.478619766E1,4.962315097E1
8.044957191E0,-5.477799892E0,2.145979881E1,-4.565240097E1,5.074121570E1
8.054953326E0,-5.160599709E0,2.080099869E1,-4.532299805E1,5.013469345E1
8.064963376E0,-5.929199696E0,2.109379959E1,-4.542060089E1,5.042950303E1
8.074963295E0,-5.538799763E0,2.095960045E1,-4.478619766E1,4.975727741E1
8.084963133E0,-5.538799763E0,2.086199951E1,-4.606719971E1,5.087325639E1
8.094982542E0,-5.551000118E0,2.127680016E1,-4.500579834E1,5.009029558E1
8.104953327E0,-5.233799934E0,2.050819969E1,-4.499359894E1,4.972326278E1
8.114963296E0,-5.355799675E0,2.111820030E1,-4.521319962E1,5.018860821E1
8.124963215E0,-5.282599926E0,2.126459885E1,-4.565240097E1,5.063823398E1
8.134952961E0,-5.916999817E0,2.102059937E1,-4.606719971E1,5.098100993E1
8.144980997E0,-4.977600098E0,2.095960045E1,-4.585979843E1,5.066756819E1
8.154979736E0,-5.733999729E0,2.120359993E1,-4.521319962E1,5.026633886E1
8.164981567E0,-5.368000031E0,2.110599899E1,-4.617699814E1,5.105481148E1
8.174976115E0,-5.355799675E0,2.109379959E1,-4.457880020E1,4.960748329E1
8.184981853E0,-4.904399872E0,2.141099930E1,-4.501799774E1,5.009095876E1
8.194968588E0,-4.855599880E0,2.054479980E1,-4.532299805E1,4.999839799E1
8.204950278E0,-5.270400047E0,2.099619865E1,-4.617699814E1,5.099933952E1
8.214981853E0,-4.904399872E0,2.128899956E1,-4.629899979E1,5.119445303E1
8.224967083E0,-4.892199993E0,2.111820030E1,-4.587199783E1,5.073610342E1
8.234981569E0,-4.977600098E0,2.091079903E1,-4.489599991E1,4.977638824E1
8.244969037E0,-4.623799801E0,2.124020004E1,-4.587199783E1,5.076185386E1
8.254982587E0,-5.563199997E0,2.148419952E1,-4.489599991E1,5.008164166E1
8.264981733E0,-5.782799721E0,2.205760002E1,-4.512779999E1,5.056181190E1
8.274965457E0,-5.660799980E0,2.144759941E1,-4.522539902E1,5.037242195E1
8.284981570E0,-5.636399746E0,2.110599899E1,-4.543280029E1,5.041201779E1
8.294968631E0,-4.794600010E0,2.106939888E1,-4.522539902E1,5.012229519E1
8.304977868E0,-4.611599922E0,2.104500008E1,-4.566460037E1,5.049172813E1
8.314981775E0,-5.636399746E0,2.098399925E1,-4.585979843E1,5.074660914E1
8.324967208E0,-5.441199780E0,2.086199951E1,-4.564019775E1,5.047630464E1
8.334981653E0,-5.258199692E0,2.099619865E1,-4.565240097E1,5.052356615E1
8.344968348E0,-5.270400047E0,2.130119896E1,-4.500579834E1,5.007035129E1
8.354964442E0,-5.368000031E0,2.133779907E1,-4.533519745E1,5.039243218E1
8.364981288E0,-5.428999901E0,2.066679955E1,-4.521319962E1,5.000823995E1
8.374966721E0,-4.904399872E0,2.139879990E1,-4.544499969E1,5.046988976E1
8.384981736E0,-5.538799763E0,2.100839996E1,-4.456660080E1,4.958036989E1
8.394968634E0,-5.380199909E0,2.141099930E1,-4.522539902E1,5.032607831E1
8.404966721E0,-5.551000118E0,2.110599899E1,-4.478619766E1,4.982048070E1
8.414981370E0,-5.636399746E0,2.099619865E1,-4.585979843E1,5.075165487E1
8.424964932E0,-5.697400093E0,2.042280006E1,-4.627460098E1,5.090078414E1
8.434981696E0,-5.184999943E0,2.141099930E1,-4.555479813E1,5.060192435E1
8.444968309E0,-5.099599838E0,2.152079964E1,-4.544499969E1,5.054105987E1
8.454965054E0,-5.648600101E0,2.117919922E1,-4.521319962E1,5.024637880E1
8.464982104E0,-5.831599712E0,2.120359993E1,-4.585979843E1,5.085982026E1
8.474981453E0,-5.746200085E0,2.136219978E1,-4.554259872E1,5.063092626E1
8.484981331E0,-5.660799980E0,2.160619926E1,-4.500579834E1,5.024335167E1
8.494981535E0,-5.355799675E0,2.100839996E1,-4.521319962E1,5.014250571E1
8.504968677E0,-5.441199780E0,2.069120026E1,-4.628680038E1,5.099215933E1
8.514972990E0,-4.818999767E0,2.142319870E1,-4.566460037E1,5.066983253E1
8.524981576E0,-5.636399746E0,2.099619865E1,-4.499359894E1,4.997032425E1
8.534981943E0,-5.672999859E0,2.176479912E1,-4.544499969E1,5.070638427E1
8.544967050E0,-5.368000031E0,2.119140053E1,-4.532299805E1,5.031962870E1
8.554963226E0,-5.660799980E0,2.148419952E1,-4.500579834E1,5.019100885E1
8.564962982E0,-5.184999943E0,2.121579933E1,-4.554259872E1,5.050863950E1
8.574963145E0,-5.099599838E0,2.159399986E1,-4.512779999E1,5.028742467E1
8.584963105E0,-5.465600014E0,2.128899956E1,-4.565240097E1,5.066789911E1
8.594982555E0,-5.160599709E0,2.094739914E1,-4.532299805E1,5.019561208E1
8.604953502E0,-4.892199993E0,2.111820030E1,-4.554259872E1,5.043848038E1
8.614963187E0,-5.270400047E0,2.121579933E1,-4.565240097E1,5.061648913E1
8.624963187E0,-5.380199909E0,2.148419952E1,-4.490819931E1,5.007258477E1
8.634963146E0,-5.563199997E0,2.149639893E1,-4.543280029E1,5.056860393E1
8.644964530E0,-5.184999943E0,2.131340027E1,-4.500579834E1,5.006662700E1
8.654965833E0,-5.282599926E0,2.142319870E1,-4.533519745E1,5.041963340E1
8.664982109E0,-4.892199993E0,2.121579933E1,-4.544499969E1,5.039138576E1
8.674961276E0,-5.184999943E0,2.122799873E1,-4.554259872E1,5.051376499E1
8.684981540E0,-5.343599796E0,2.071559906E1,-4.542060089E1,5.020678329E1
8.695003635E0,-5.172800064E0,2.102059937E1,-4.554259872E1,5.042570532E1
8.704974786E0,-5.160599709E0,2.078879929E1,-4.478619766E1,4.964483323E1
8.714981418E0,-5.648600101E0,2.127680016E1,-4.457880020E1,4.971798805E1
8.724960056E0,-5.331399918E0,2.065460014E1,-4.617699814E1,5.086601507E1
8.734981297E0,-5.209399700E0,2.181359863E1,-4.577439880E1,5.097319410E1
8.744998061E0,-5.075200081E0,2.110599899E1,-4.576219940E1,5.064977535E1
8.754981541E0,-4.977600098E0,2.091079903E1,-4.596960068E1,5.074684429E1
8.764981420E0,-5.392399788E0,2.159399986E1,-4.533519745E1,5.050404868E1
8.774967870E0,-4.697000027E0,2.095960045E1,-4.576219940E1,5.055240404E1
8.784981949E0,-4.550600052E0,2.160619926E1,-4.577439880E1,5.082156426E1
8.794990779E0,-4.989799976E0,2.119140053E1,-4.565240097E1,5.057781405E1
8.804981258E0,-5.465600014E0,2.127680016E1,-4.565240097E1,5.066277453E1
8.814981421E0,-5.062999725E0,2.071559906E1,-4.543280029E1,5.018873731E1
8.824968197E0,-5.014199734E0,2.149639893E1,-4.609159851E1,5.110452836E1
8.834981381E0,-5.648600101E0,2.106939888E1,-4.596960068E1,5.088251604E1
8.844986711E0,-5.111799717E0,2.161839867E1,-4.587199783E1,5.096789031E1
8.854955543E0,-5.477799892E0,2.161839867E1,-4.544499969E1,5.062222289E1
8.864981341E0,-5.636399746E0,2.091079903E1,-4.532299805E1,5.023151073E1
8.874957130E0,-5.270400047E0,2.111820030E1,-4.554259872E1,5.047656683E1
8.884981504E0,-5.172800064E0,2.108160019E1,-4.543280029E1,5.035207115E1
8.894983295E0,-4.831200123E0,2.160619926E1,-4.545719910E1,5.056209342E1
8.904972960E0,-5.026400089E0,2.191119957E1,-4.588419724E1,5.109525340E1
8.914981179E0,-5.270400047E0,2.119140053E1,-4.618919754E1,5.109104170E1
8.924954975E0,-5.733999729E0,2.104500008E1,-4.564019775E1,5.058456713E1
8.934981383E0,-5.087399960E0,2.130119896E1,-4.457880020E1,4.966781798E1
8.944980976E0,-5.099599838E0,2.150860023E1,-4.587199783E1,5.092019234E1
8.954951639E0,-4.892199993E0,2.125239944E1,-4.479840088E1,4.982464073E1
8.964968648E0,-5.368000031E0,2.109379959E1,-4.585979843E1,5.076302707E1
8.974956156E0,-4.587199688E0,2.073999977E1,-4.544499969E1,5.016411056E1
8.984981913E0,-5.258199692E0,2.104500008E1,-4.575000000E1,5.063203721E1
8.994981018E0,-5.441199780E0,2.083759880E1,-4.521319962E1,5.008039136E1
9.004981344E0,-5.197199821E0,2.143540001E1,-4.618919754E1,5.118524425E1
9.014981467E0,-5.075200081E0,2.108160019E1,-4.543280029E1,5.034213806E1
9.024956605E0,-5.477799892E0,2.149639893E1,-4.511560059E1,5.027443560E1
9.034981670E0,-4.977600098E0,2.102059937E1,-4.522539902E1,5.011964502E1
9.044954734E0,-5.001999855E0,2.144759941E1,-4.490819931E1,5.001765577E1
9.054963116E0,-5.465600014E0,2.139879990E1,-4.511560059E1,5.023145266E1
9.064963198E0,-5.258199692E0,2.083759880E1,-4.660400009E1,5.132043465E1
9.074963035E0,-5.477799892E0,2.148419952E1,-4.511560059E1,5.026922057E1
9.084953107E0,-5.136199951E0,2.209420013E1,-4.513999939E1,5.051884574E1
9.094963199E0,-5.721799850E0,2.084980011E1,-4.564019775E1,5.050228519E1
9.104963240E0,-5.270400047E0,2.113039970E1,-4.543280029E1,5.038263839E1
9.114963199E0,-5.245999813E0,2.082539940E1,-4.500579834E1,4.986722028E1
9.124963118E0,-4.794600010E0,2.099619865E1,-4.554259872E1,5.037813857E1
9.134963078E0,-4.928800106E0,2.167939949E1,-4.534740067E1,5.050421943E1
9.144966984E0,-4.806799889E0,2.136219978E1,-4.598180008E1,5.092911587E1
9.154981063E0,-5.368000031E0,2.120359993E1,-4.565240097E1,5.062163360E1
9.164980819E0,-5.050799847E0,2.075219917E1,-4.500579834E1,4.981652571E1
9.174985702E0,-4.428599834E0,2.120359993E1,-4.459099960E1,4.957380752E1
9.184988673E0,-4.794600010E0,2.103279877E1,-4.468859863E1,4.962295498E1
9.194967840E0,-5.001999855E0,2.131340027E1,-4.651860046E1,5.141265625E1
9.204959214E0,-5.282599926E0,2.142319870E1,-4.596960068E1,5.099081771E1
9.214968451E0,-5.099599838E0,2.130119896E1,-4.672599792E1,5.160490168E1
9.224967963E0,-5.551000118E0,2.119140053E1,-4.585979843E1,5.082332310E1
9.234981106E0,-5.355799675E0,2.110599899E1,-4.500579834E1,4.999669657E1
9.244980943E0,-5.270400047E0,2.122799873E1,-4.543280029E1,5.042364911E1
9.254981473E0,-5.575399876E0,2.144759941E1,-4.554259872E1,5.064793088E1
9.264981269E0,-5.099599838E0,2.142319870E1,-4.501799774E1,5.011566104E1
9.274975166E0,-5.660799980E0,2.138660049E1,-4.585979843E1,5.091711352E1
9.284981392E0,-5.160599709E0,2.093519974E1,-4.478619766E1,4.970631628E1
9.294980945E0,-5.282599926E0,2.128899956E1,-4.576219940E1,5.074747539E1
9.304981514E0,-5.599800110E0,2.195999908E1,-4.566460037E1,5.097896672E1
9.314981393E0,-5.380199909E0,2.141099930E1,-4.543280029E1,5.051254086E1
9.324968738E0,-5.197199821E0,2.152079964E1,-4.587199783E1,5.093521265E1
9.334981149E0,-4.892199993E0,2.119140053E1,-4.522539902E1,5.018312260E1
9.344981068E0,-4.977600098E0,2.100839996E1,-4.596960068E1,5.078713969E1
9.354949248E0,-4.880000114E0,2.084980011E1,-4.565240097E1,5.042489742E1
9.364981882E0,-4.709199905E0,2.103279877E1,-4.651860046E1,5.126924397E1
9.374968414E0,-4.977600098E0,2.103279877E1,-4.543280029E1,5.031197143E1
9.384968943E0,-5.075200081E0,2.097179985E1,-4.489599991E1,4.981189469E1
9.394980866E0,-5.099599838E0,2.159399986E1,-4.523759842E1,5.038598078E1
9.404996450E0,-5.282599926E0,2.139879990E1,-4.565240097E1,5.069473556E1
9.414981232E0,-5.245999813E0,2.083759880E1,-4.564019775E1,5.044555172E1
9.424968212E0,-5.294799805E0,2.155739975E1,-4.544499969E1,5.057671783E1
9.434981314E0,-5.184999943E0,2.131340027E1,-4.500579834E1,5.006662700E1
9.444979483E0,-5.075200081E0,2.113039970E1,-4.500579834E1,4.997772836E1
9.454950797E0,-4.794600010E0,2.093519974E1,-4.565240097E1,5.045208114E1
9.464981193E0,-5.551000118E0,2.115480042E1,-4.543280029E1,5.042299600E1
9.474981397E0,-4.965399742E0,2.064239883E1,-4.585979843E1,5.053597665E1
9.484968213E0,-5.355799675E0,2.102059937E1,-4.500579834E1,4.996070528E1
9.494981682E0,-5.758399963E0,2.156959915E1,-4.489599991E1,5.014037879E1
9.504981357E0,-5.355799675E0,2.095960045E1,-4.554259872E1,5.041941828E1
9.514968458E0,-5.380199909E0,2.153299904E1,-4.511560059E1,5.027955862E1
9.524981764E0,-5.368000031E0,2.130119896E1,-4.596960068E1,5.094860830E1
9.534968662E0,-5.001999855E0,2.138660049E1,-4.587199783E1,5.085908836E1
9.544966831E0,-5.843800068E0,2.133779907E1,-4.543280029E1,5.053306849E1
9.554963047E0,-5.209399700E0,2.161839867E1,-4.544499969E1,5.059388306E1
9.564963048E0,-5.392399788E0,2.145979881E1,-4.565240097E1,5.073206732E1
9.574952591E0,-5.160599709E0,2.078879929E1,-4.511560059E1,4.994220041E1
9.584962926E0,-5.636399746E0,2.091079903E1,-4.542060089E1,5.031959363E1
9.594963170E0,-5.099599838E0,2.132559967E1,-4.565240097E1,5.064512646E1
9.604963171E0,-5.636399746E0,2.095960045E1,-4.456660080E1,4.957071474E1
9.614963049E0,-5.306999683E0,2.155739975E1,-4.618919754E1,5.124770921E1
9.624963090E0,-5.001999855E0,2.126459885E1,-4.533519745E1,5.032378458E1
9.634952958E0,-4.977600098E0,2.067899895E1,-4.596960068E1,5.065176884E1
9.644965003E0,-5.843800068E0,2.130119896E1,-4.489599991E1,5.003540631E1
9.654999671E0,-5.184999943E0,2.120359993E1,-4.564019775E1,5.059154599E1
9.664981157E0,-5.270400047E0,2.098399925E1,-4.532299805E1,5.022230076E1
9.674981320E0,-4.892199993E0,2.088640022E1,-4.533519745E1,5.015431649E1
9.684968178E0,-5.441199780E0,2.080099869E1,-4.585979843E1,5.064986983E1
9.694981443E0,-5.270400047E0,2.105719948E1,-4.511560059E1,5.006595832E1
9.704981321E0,-4.904399872E0,2.114259911E1,-4.566460037E1,5.056004709E1
9.714981199E0,-5.453399658E0,2.105719948E1,-4.500579834E1,4.998666924E1
9.724980955E0,-4.831200123E0,2.156959915E1,-4.492039871E1,5.006426193E1
9.734968789E0,-4.965399742E0,2.058139992E1,-4.532299805E1,5.002422782E1
9.744981770E0,-5.075200081E0,2.083759880E1,-4.543280029E1,5.024044707E1
9.754968627E0,-5.172800064E0,2.086199951E1,-4.532299805E1,5.016129022E1
9.764968220E0,-5.184999943E0,2.119140053E1,-4.490819931E1,4.992700718E1
9.774981323E0,-5.062999725E0,2.058139992E1,-4.531079865E1,5.002295936E1
9.784981445E0,-5.075200081E0,2.083759880E1,-4.596960068E1,5.072639713E1
9.794971761E0,-5.148399830E0,2.039839935E1,-4.584759903E1,5.044405866E1
9.804980998E0,-5.050799847E0,2.066679955E1,-4.489599991E1,4.968176718E1
9.814956462E0,-5.538799763E0,2.093519974E1,-4.532299805E1,5.023081766E1
9.824963095E0,-5.453399658E0,2.106939888E1,-4.585979843E1,5.076199611E1
9.834952597E0,-5.184999943E0,2.114259911E1,-4.554259872E1,5.047793597E1
9.844962973E0,-5.819399834E0,2.095960045E1,-4.575000000E1,5.065799804E1
9.854963177E0,-5.075200081E0,2.099619865E1,-4.585979843E1,5.069239712E1
9.864952923E0,-4.965399742E0,2.069120026E1,-4.489599991E1,4.968331481E1
9.874963015E0,-4.904399872E0,2.126459885E1,-4.587199783E1,5.079839060E1
