"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.125192956E2,6.503193810E1,2.549479512E1,1.767475857E1,3.514651858E1,5.149076462E0,3.790306473E1,1.599514774E0,5.330060959E0,3.000000000E0,2.600000000E1
3.135193026E2,6.503197003E1,2.549485210E1,1.778294822E1,3.525471470E1,4.994981289E0,3.698101425E1,1.604251723E0,5.330322266E0,3.000000000E0,2.500000000E1
3.145193946E2,6.503200470E1,2.549491075E1,1.803408036E1,3.550585415E1,4.889530182E0,3.771810532E1,1.609178065E0,4.946900368E0,3.000000000E0,1.800000000E1
3.155192956E2,6.503204036E1,2.549497304E1,1.780145828E1,3.527323941E1,5.439224243E0,3.898530197E1,1.613905082E0,4.850583553E0,3.431442976E0,1.400000000E1
3.165194276E2,6.503207507E1,2.549503118E1,1.632509393E1,3.379688242E1,5.043025970E0,3.679301071E1,1.623887900E0,8.533683777E0,3.801685095E0,9.000000000E0
3.185194016E2,6.503214714E1,2.549515800E1,1.725216698E1,3.472397021E1,4.522946358E0,3.847367859E1,1.628493318E0,4.847320557E0,5.112158298E0,1.200000000E1
3.195193266E2,6.503218241E1,2.549520945E1,1.730165873E1,3.477347009E1,3.294575214E0,2.846632576E1,1.633847506E0,5.582931519E0,5.558703423E0,1.500000000E1
3.205193456E2,6.503221308E1,2.549529740E1,1.745301008E1,3.492482473E1,3.862975359E0,2.799827957E1,1.638497516E0,6.032624722E0,5.419672489E0,1.700000000E1
3.215193706E2,6.503224608E1,2.549535822E1,1.767280110E1,3.514462225E1,3.626730919E0,2.271965218E1,1.642413219E0,5.866960526E0,4.739209175E0,2.300000000E1
3.225193796E2,6.503228106E1,2.549536800E1,1.764645749E1,3.511829030E1,3.403482437E0,1.664943099E0,1.646278110E0,6.224811077E0,3.947309971E0,2.200000000E1
3.235194446E2,6.503231546E1,2.549535620E1,1.778586781E1,3.525771396E1,3.560365200E0,3.407119446E2,1.649953195E0,5.332933426E0,3.467371702E0,2.500000000E1
3.245194636E2,6.503233851E1,2.549530009E1,1.728690099E1,3.475876031E1,4.186735630E0,3.220184326E2,1.654214422E0,5.333194256E0,3.175542831E0,2.600000000E1
3.255195146E2,6.503235647E1,2.549521989E1,1.646374474E1,3.393561752E1,4.471100330E0,3.095382996E2,1.658622614E0,4.626210213E0,3.000000000E0,2.500000000E1
3.265194216E2,6.503237561E1,2.549513764E1,1.533892826E1,3.281081509E1,4.252523422E0,3.108584290E2,1.662857559E0,5.333713531E0,3.000000000E0,2.600000000E1
3.275194296E2,6.503240141E1,2.549507128E1,1.479175571E1,3.226365759E1,4.272210598E0,3.204457397E2,1.667205510E0,5.333972454E0,3.000000000E0,2.600000000E1
3.285195226E2,6.503243259E1,2.549501538E1,1.460414413E1,3.207606208E1,4.456213951E0,3.255296021E2,1.671829284E0,5.334231853E0,3.000000000E0,2.600000000E1
3.295195966E2,6.503246771E1,2.549496261E1,1.458301946E1,3.205495462E1,4.648507595E0,3.247374573E2,1.676533750E0,5.334490776E0,3.000000000E0,2.600000000E1
3.305195006E2,6.503250329E1,2.549490839E1,1.444674595E1,3.191869861E1,4.838333607E0,3.273273315E2,1.681532738E0,5.334749699E0,3.000000000E0,2.600000000E1
3.315195116E2,6.503254272E1,2.549485723E1,1.444132802E1,3.191329930E1,4.782382488E0,3.309658813E2,1.686312307E0,5.335008621E0,3.000000000E0,2.600000000E1
3.325197356E2,6.503258112E1,2.549481147E1,1.427076206E1,3.174275112E1,4.770347118E0,3.314203186E2,1.691330834E0,5.335268021E0,3.000000000E0,2.600000000E1
3.335196716E2,6.503262094E1,2.549476116E1,1.402976560E1,3.150177335E1,4.842749119E0,3.317443237E2,1.696338995E0,5.335526466E0,3.000000000E0,2.600000000E1
3.345197216E2,6.503266050E1,2.549471013E1,1.394551533E1,3.141754174E1,4.837089062E0,3.309178772E2,1.701165174E0,5.335784435E0,3.000000000E0,2.600000000E1
3.355197636E2,6.503269738E1,2.549465592E1,1.414535288E1,3.161739728E1,4.802726746E0,3.299447937E2,1.705996121E0,5.336043835E0,3.000000000E0,2.600000000E1
3.365196396E2,6.503273426E1,2.549460149E1,1.449122239E1,3.196328479E1,4.985093594E0,3.297530823E2,1.711036220E0,5.336302757E0,3.000000000E0,2.600000000E1
3.375196886E2,6.503277332E1,2.549454702E1,1.470209092E1,3.217417212E1,4.907476425E0,3.316217651E2,1.715863568E0,5.336560726E0,3.000000000E0,2.600000000E1
3.385197196E2,6.503281141E1,2.549449770E1,1.488639017E1,3.235848937E1,4.966320992E0,3.307086487E2,1.720800853E0,5.336819172E0,3.000000000E0,2.600000000E1
3.395196376E2,6.503285003E1,2.549444578E1,1.516339882E1,3.263551644E1,4.876307011E0,3.293659973E2,1.725901269E0,5.337077141E0,3.000000000E0,2.600000000E1
3.405197336E2,6.503288966E1,2.549439104E1,1.532213483E1,3.279427148E1,5.094629765E0,3.305527039E2,1.731236409E0,5.337336063E0,3.000000000E0,2.600000000E1
3.415198006E2,6.503293188E1,2.549433706E1,1.547146837E1,3.294362492E1,5.282647610E0,3.335225220E2,1.736750752E0,5.337593555E0,3.000000000E0,2.600000000E1
3.425196996E2,6.503297685E1,2.549428754E1,1.534880316E1,3.282098021E1,5.268504620E0,3.345642090E2,1.741743130E0,5.337851524E0,3.000000000E0,2.600000000E1
3.435196666E2,6.503301823E1,2.549424624E1,1.532618959E1,3.279838513E1,5.255689144E0,3.360771484E2,1.747055640E0,5.338109970E0,3.000000000E0,2.600000000E1
3.445196946E2,6.503306228E1,2.549420244E1,1.526780404E1,3.274001925E1,5.337915897E0,3.377501526E2,1.752507023E0,5.338367939E0,3.000000000E0,2.600000000E1
3.455197876E2,6.503310824E1,2.549416198E1,1.498072334E1,3.245295861E1,5.267971992E0,3.394862061E2,1.757666979E0,5.338625908E0,3.000000000E0,2.600000000E1
3.465198496E2,6.503315208E1,2.549412595E1,1.511843350E1,3.259068770E1,5.100612640E0,3.403282776E2,1.762695627E0,5.338883400E0,3.000000000E0,2.600000000E1
3.475197746E2,6.503319461E1,2.549408957E1,1.513699456E1,3.260926724E1,4.867451191E0,3.428685303E2,1.767428503E0,5.339140415E0,3.000000000E0,2.600000000E1
3.485198136E2,6.503323574E1,2.549406357E1,1.504542215E1,3.251771189E1,4.740676403E0,3.453205566E2,1.772492361E0,5.339399338E0,3.000000000E0,2.600000000E1
3.495198336E2,6.503327963E1,2.549403476E1,1.528539953E1,3.275770758E1,4.697026730E0,3.414610596E2,1.777372125E0,5.339656353E0,3.000000000E0,2.600000000E1
3.505198766E2,6.503332124E1,2.549400175E1,1.534864802E1,3.282097393E1,4.888621807E0,3.423037415E2,1.782614930E0,5.339913845E0,3.000000000E0,2.600000000E1
3.515198836E2,6.503336620E1,2.549396808E1,1.540220068E1,3.287454571E1,4.807291508E0,3.425267334E2,1.787744626E0,5.340171814E0,3.000000000E0,2.600000000E1
3.525201926E2,6.503341004E1,2.549393406E1,1.562683017E1,3.309919395E1,4.763226509E0,3.432641602E2,1.792985298E0,5.340429306E0,3.000000000E0,2.600000000E1
3.535198256E2,6.503345475E1,2.549389873E1,1.560117761E1,3.307356057E1,4.782485485E0,3.423760681E2,1.797989553E0,5.340686798E0,3.000000000E0,2.600000000E1
3.545205346E2,6.503349690E1,2.549386137E1,1.567122980E1,3.314363121E1,4.734334469E0,3.398033447E2,1.803184928E0,5.340943813E0,3.000000000E0,2.600000000E1
3.555199056E2,6.503354015E1,2.549381949E1,1.562801852E1,3.310043917E1,4.690476894E0,3.399975281E2,1.808307787E0,5.341200829E0,3.000000000E0,2.600000000E1
3.565204056E2,6.503358244E1,2.549377621E1,1.554643142E1,3.301887110E1,4.609260559E0,3.400592041E2,1.813792814E0,5.341458797E0,3.000000000E0,2.600000000E1
3.575203306E2,6.503362890E1,2.549373693E1,1.565095140E1,3.312341126E1,5.026339531E0,3.419275513E2,1.819523531E0,5.341715336E0,3.000000000E0,2.600000000E1
3.585198806E2,6.503367842E1,2.549370310E1,1.597098625E1,3.344346691E1,5.260764122E0,3.413906555E2,1.825135474E0,5.341972351E0,3.000000000E0,2.600000000E1
3.595199566E2,6.503372616E1,2.549366430E1,1.600830046E1,3.348080172E1,5.313035965E0,3.402943115E2,1.830531670E0,5.342228889E0,3.000000000E0,2.600000000E1
3.605199836E2,6.503377249E1,2.549363011E1,1.576205694E1,3.323457789E1,5.247283459E0,3.443524475E2,1.835725365E0,5.342486382E0,3.000000000E0,2.600000000E1
3.615201016E2,6.503381799E1,2.549360509E1,1.566972695E1,3.314226647E1,5.071025372E0,3.499584045E2,1.840895592E0,5.342742920E0,3.000000000E0,2.600000000E1
3.625201346E2,6.503386432E1,2.549359566E1,1.555681891E1,3.302937592E1,4.755029678E0,3.572940979E2,1.845824710E0,5.342998981E0,3.000000000E0,2.600000000E1
3.635200666E2,6.503390864E1,2.549359693E1,1.560026113E1,3.307283396E1,4.672643185E0,1.822522730E-1,1.850626525E0,5.343255997E0,3.000000000E0,2.600000000E1
3.645200586E2,6.503395182E1,2.549359918E1,1.575468996E1,3.322727811E1,4.669653416E0,3.597559204E2,1.855294629E0,5.343513012E0,3.000000000E0,2.600000000E1
3.655200966E2,6.503399379E1,2.549359744E1,1.593293031E1,3.340553370E1,4.611142635E0,3.594288940E2,1.859902777E0,5.343770504E0,3.000000000E0,2.600000000E1
3.665203126E2,6.503403523E1,2.549359786E1,1.619527029E1,3.366788854E1,4.492514610E0,5.969478488E-1,1.864159676E0,5.344026089E0,3.000000000E0,2.600000000E1
3.675202036E2,6.503407351E1,2.549359635E1,1.638841499E1,3.386104714E1,4.204871178E0,3.581999512E2,1.868266734E0,5.344283581E0,3.000000000E0,2.600000000E1
3.685202596E2,6.503411035E1,2.549359016E1,1.663708635E1,3.410973229E1,4.188308716E0,3.567877197E2,1.872404644E0,5.344539642E0,3.000000000E0,2.600000000E1
3.695200116E2,6.503414752E1,2.549358581E1,1.663572816E1,3.410838785E1,4.038439274E0,3.574015503E2,1.876178272E0,5.344796658E0,3.000000000E0,2.600000000E1
3.705200356E2,6.503418146E1,2.549358651E1,1.695771126E1,3.443038308E1,3.932350636E0,2.955408812E0,1.880389892E0,5.345053673E0,3.000000000E0,2.600000000E1
3.715201126E2,6.503421897E1,2.549359884E1,1.740868159E1,3.488136580E1,3.856812239E0,6.635665417E0,1.884695914E0,5.345311165E0,3.000000000E0,2.600000000E1
3.725201416E2,6.503425736E1,2.549361102E1,1.755489268E1,3.502758960E1,3.950358629E0,1.169124889E1,1.888487569E0,5.345566750E0,3.000000000E0,2.600000000E1
3.735201806E2,6.503429037E1,2.549363124E1,1.758247251E1,3.505517949E1,3.759640694E0,1.559379482E1,1.893350139E0,5.345823288E0,3.000000000E0,2.600000000E1
3.745200656E2,6.503433221E1,2.549366139E1,1.789309416E1,3.536581349E1,3.712726116E0,1.522907162E1,NaN,5.907965183E0,3.000000000E0,2.500000000E1
